emotion,wav_mean,melspectrogram,mfcc,Spectral_contrast,Tonnetz,contrast,stft,tonnetz,spectral_contrast
disgust,0.006942343898117542,0.014891879633069038,-6.490692138671875,0.0,0.0,95.58928446554516,(-1.9613287804531865e-05+1.2904702089144848e-05j),0.003402408019925004,95.58928446554516
fear,0.08571203798055649,2.1047348976135254,-4.219267845153809,0.0,0.0,103.90380457531862,(-2.8405815100995824e-05+6.2904305195843335e-06j),0.013283916205626606,103.90380457531862
happy,0.020541837438941002,0.1655815690755844,-6.007803440093994,0.0,0.0,98.16831676296763,(-4.434623770066537e-05+7.0552664510614704e-06j),-0.012326758496382003,98.16831676296763
neutral,0.013308088295161724,0.055111516267061234,-6.501931667327881,0.0,0.0,98.09390706049713,(-2.6687386707635596e-05+1.7303471395280212e-05j),-0.02858437307253532,98.09390706049713
sad,0.014193646609783173,0.06410728394985199,-5.663420677185059,0.0,0.0,98.5656820041677,(1.981501782211126e-06+1.1355768947396427e-05j),-0.03610755297335464,98.5656820041677
angry,0.07603416591882706,2.368997573852539,-4.845010757446289,0.0,0.0,102.78709993266504,(-4.386443833936937e-05-9.091836545849219e-06j),0.030717322064748056,102.78709993266504
disgust,0.024685800075531006,0.2121059149503708,-6.3549275398254395,0.0,0.0,99.20714507330311,(2.2086660464992747e-05-1.4827915947535075e-05j),0.02239896272102868,99.20714507330311
fear,0.0890996977686882,2.791408061981201,-4.2765045166015625,0.0,0.0,104.28697588160644,(3.589742846088484e-05+3.4214172046631575e-06j),-0.024164562688211752,104.28697588160644
happy,0.04383791983127594,0.7431249618530273,-5.334012031555176,0.0,0.0,100.96742276591682,(-2.256511288578622e-05-5.709342531190487e-06j),-0.015332884263597654,100.96742276591682
neutral,0.01230093464255333,0.04871172457933426,-6.4265899658203125,0.0,0.0,97.30001439901169,(1.8977898434968665e-05-1.1046592589991633e-05j),-0.02053987923203655,97.30001439901169
sad,0.010795625858008862,0.03681940585374832,-6.214872360229492,0.0,0.0,96.8895505087663,(-3.587765240808949e-05+7.781964995956514e-06j),-0.021981369764300585,96.8895505087663
angry,0.13484962284564972,4.677751541137695,-3.7060933113098145,0.0,0.0,105.44412485565533,(0.00011840722436318174+7.288037068065023e-06j),0.02738567484352072,105.44412485565533
disgust,0.031778495758771896,0.289914608001709,-5.889562606811523,0.0,0.0,99.27595366564903,(1.1402090422052424e-05-1.7957539739654749e-06j),-0.017981782428845374,99.27595366564903
fear,0.1586766541004181,7.5810980796813965,-4.441934108734131,0.0,0.0,105.00291911486681,(-9.232007869286463e-05+5.290916669764556e-05j),-0.03088901731644071,105.00291911486681
happy,0.03908528760075569,0.6567163467407227,-5.819051265716553,0.0,0.0,99.88803768624442,(-5.6433560530422255e-05+1.469268408982316e-05j),-0.031935383840845634,99.88803768624442
neutral,0.019055983051657677,0.11264599859714508,-6.626002311706543,0.0,0.0,97.92232046858071,(-1.505386990174884e-05+3.6745361740031512e-06j),-0.04086113313863834,97.92232046858071
sad,0.010981590487062931,0.041792601346969604,-6.946694374084473,0.0,0.0,96.06773880981731,(-4.6460252633551136e-05+4.933875516144326e-06j),0.012987091762571326,96.06773880981731
angry,0.08432416617870331,2.573211431503296,-4.9586591720581055,0.0,0.0,103.02668450756336,(-1.5081157471286133e-05+1.3807629329676274e-05j),-0.03172759777209679,103.02668450756336
disgust,0.033091966062784195,0.425839900970459,-5.357604026794434,0.0,0.0,99.00969941148703,(-9.049231266544666e-06+1.8853414758268627e-06j),-0.013091544381977113,99.00969941148703
fear,0.05104655399918556,1.014103889465332,-5.271981239318848,0.0,0.0,101.19394499907968,(-4.481590076466091e-05+1.6030271581257693e-05j),-0.02267872534363161,101.19394499907968
happy,0.015403833240270615,0.08179616183042526,-5.835062026977539,0.0,0.0,97.59214942980016,(-1.995816273847595e-05+1.4879780792398378e-05j),-0.028733816147864383,97.59214942980016
neutral,0.014340792782604694,0.08278371393680573,-6.793210506439209,0.0,0.0,97.35684095589112,(2.579901229182724e-05+1.8409137965136324e-06j),-0.029040263887385065,97.35684095589112
sad,0.01151733286678791,0.0470358245074749,-6.675319671630859,0.0,0.0,96.20197086756654,(-3.572539208107628e-05+1.2604283256223425e-05j),-0.0255509140565173,96.20197086756654
angry,0.10698898881673813,4.357501983642578,-4.830924034118652,0.0,0.0,103.6559244849471,(0.00012588739627972245-1.3431453226075973e-05j),-0.012713985753743861,103.6559244849471
disgust,0.0193876214325428,0.1541042923927307,-5.5478997230529785,0.0,0.0,97.84307147952457,(2.241253923784825e-06+4.143316800764296e-08j),-0.020566150711141432,97.84307147952457
fear,0.1130824089050293,4.272826194763184,-4.589789390563965,0.0,0.0,103.26695651078344,(2.9882015951443464e-05-1.5049885405460373e-05j),-0.008279433264777961,103.26695651078344
happy,0.06459952145814896,1.608944296836853,-5.223806381225586,0.0,0.0,101.7823162873709,(-3.439704596530646e-05+1.829117172746919e-05j),-0.01987986578140941,101.7823162873709
neutral,0.019707810133695602,0.11867433786392212,-5.639500141143799,0.0,0.0,98.3312612893552,(-4.098978388356045e-05-1.1645718586805742e-05j),-0.04843520519484342,98.3312612893552
sad,0.025247998535633087,0.21353276073932648,-5.882806301116943,0.0,0.0,98.6888353710444,(-4.985287432646146e-06+9.795553523872513e-06j),-0.04037087440092318,98.6888353710444
angry,0.13647203147411346,4.713705062866211,-4.577661037445068,0.0,0.0,104.46463983690947,(2.014468736888375e-05-6.205436875461601e-06j),-0.007167949069424777,104.46463983690947
disgust,0.02351446822285652,0.17924484610557556,-5.816747665405273,0.0,0.0,100.19725604933639,(-1.1113921573269181e-05-4.320846983318916e-06j),-0.013965105548449283,100.19725604933639
fear,0.06283078342676163,1.0044384002685547,-4.6543474197387695,0.0,0.0,103.44966359359195,(1.3605117601400707e-06-8.135216944538115e-07j),-0.023964808555384395,103.44966359359195
happy,0.04006531834602356,0.6900865435600281,-5.522828578948975,0.0,0.0,100.75196721571838,(-1.8799497411237098e-05-6.953454430913553e-06j),0.0021304242602219144,100.75196721571838
neutral,0.009852221235632896,0.038621798157691956,-5.819146156311035,0.0,0.0,96.60752045261037,(-1.896866160677746e-05+3.7277548017300433e-06j),-0.03011002347077596,96.60752045261037
sad,0.006570562720298767,0.012856189161539078,-6.002481937408447,0.0,0.0,95.6652136389949,(1.0525764082558453e-05+1.5910971342236735e-05j),-0.04479460789105593,95.6652136389949
angry,0.05738670751452446,1.3961960077285767,-5.1385016441345215,0.0,0.0,102.01189838082318,(-5.583350866800174e-05+2.0332012354629114e-05j),-0.007534902979463624,102.01189838082318
disgust,0.006893770769238472,0.01855197548866272,-6.599948883056641,0.0,0.0,94.28293865765667,(-2.9122925297997426e-06+1.9885588699253276e-05j),-0.011176892996208892,94.28293865765667
fear,0.07307952642440796,3.4357876777648926,-4.835024356842041,0.0,0.0,100.57684512026155,(-2.8670669053099118e-05+4.991990749658726e-07j),-0.03469963363588213,100.57684512026155
happy,0.053637322038412094,1.335537075996399,-5.409687042236328,0.0,0.0,100.9869895039909,(5.285940005705925e-06-1.2358013009361457e-05j),0.06078130470158049,100.9869895039909
neutral,0.011665222235023975,0.04517124593257904,-6.1929707527160645,0.0,0.0,97.03077806849547,(4.44306897406932e-06-4.80080279885442e-06j),-0.020779875894840556,97.03077806849547
sad,0.00946902483701706,0.029025400057435036,-6.247445583343506,0.0,0.0,96.50155467123723,(-3.442251909291372e-05-5.577962838287931e-06j),-0.019122614832358376,96.50155467123723
angry,0.10987720638513565,3.2508604526519775,-4.785153865814209,0.0,0.0,104.7252376297523,(-0.000130685672047548+1.857847200881224e-05j),-0.01803354184223248,104.7252376297523
disgust,0.015753965824842453,0.09391162544488907,-5.914611339569092,0.0,0.0,98.29706343529038,(-2.4541261154809035e-05-1.4289790669863578e-05j),0.003110070176833573,98.29706343529038
fear,0.12223701179027557,3.6838061809539795,-4.39059591293335,0.0,0.0,105.74203901882063,(-1.8560143644208438e-07+9.84770213108277e-06j),-0.018631801503804283,105.74203901882063
happy,0.05262996256351471,0.8001397848129272,-5.54358434677124,0.0,0.0,102.54344843571941,(-4.892977449344471e-05-1.0268901860399637e-05j),-0.012995749137353274,102.54344843571941
neutral,0.012422694824635983,0.05268246307969093,-6.178048133850098,0.0,0.0,97.27654899762004,(-7.917077709862497e-06+1.9910207811335567e-06j),-0.012879739755374951,97.27654899762004
sad,0.008213960565626621,0.024083033204078674,-6.648004055023193,0.0,0.0,95.33925200054559,(-7.529478352807928e-06-4.0011145756579936e-06j),-0.012857448593930502,95.33925200054559
angry,0.07538693398237228,2.087031364440918,-5.027989387512207,0.0,0.0,103.00855418493974,(-3.733632547664456e-05+4.977730441169115e-06j),0.006405077623330172,103.00855418493974
disgust,0.010693741030991077,0.03844977915287018,-6.231247901916504,0.0,0.0,96.68497673769564,(-1.649834848649334e-05+3.351804707563133e-06j),-0.01594469544135854,96.68497673769564
fear,0.03419454023241997,0.4709053337574005,-5.358899116516113,0.0,0.0,100.37604889794709,(-4.620936670107767e-05-4.345609795564087e-06j),0.0017878381902278722,100.37604889794709
happy,0.023649640381336212,0.17993807792663574,-5.820160865783691,0.0,0.0,99.73340241484257,(-3.0772602599427046e-07-3.8105561088741524e-06j),-0.007618629643550285,99.73340241484257
neutral,0.011310056783258915,0.045307084918022156,-5.770538330078125,0.0,0.0,97.44458898576897,(1.1107271348009817e-05+8.123582119878847e-06j),-0.027518228480695194,97.44458898576897
sad,0.009463087655603886,0.02880905754864216,-6.5264787673950195,0.0,0.0,95.75860043905261,(-7.1177614699990954e-06-8.847631761454977e-06j),-0.026600324118282167,95.75860043905261
angry,0.19403310120105743,9.288566589355469,-3.8158011436462402,0.0,0.0,106.41189074466502,(-0.0001025332385324873-7.582299531350145e-06j),-0.03347032774374257,106.41189074466502
angry,0.025641707703471184,0.22201675176620483,-5.710005760192871,0.0,0.0,99.88077857064556,(-2.811176636896562e-05+1.0795185971801402e-06j),-0.026383465678504275,99.88077857064556
angry,0.06346705555915833,1.2841017246246338,-4.759322166442871,0.0,0.0,103.08688933888388,(3.7943944334983826e-05+1.068144456439768e-06j),0.04871400521741722,103.08688933888388
disgust,0.03613031283020973,0.4675002992153168,-5.613536357879639,0.0,0.0,100.56089384945186,(-5.9823065384989604e-05+4.284025180822937e-06j),-0.03354426502718699,100.56089384945186
disgust,0.010925586335361004,0.03427626192569733,-5.7677717208862305,0.0,0.0,97.3342707992165,(-2.0922325347783044e-05+9.624633321436704e-07j),-0.021258689041319303,97.3342707992165
disgust,0.02494947426021099,0.20020945370197296,-5.453217506408691,0.0,0.0,99.9631264059288,(8.877356776793022e-06-1.4675381862616632e-05j),-0.00591818793984188,99.9631264059288
fear,0.1661277413368225,8.549776077270508,-3.5498595237731934,0.0,0.0,104.80091536947168,(-0.0002326333778910339+7.599403033964336e-06j),-0.0021033205558933427,104.80091536947168
fear,0.017471395432949066,0.09954652190208435,-6.234055519104004,0.0,0.0,97.77161016212241,(-3.2405056117568165e-05+1.7488804587628692e-05j),-0.014303953536596253,97.77161016212241
fear,0.019136788323521614,0.11397545039653778,-5.201157569885254,0.0,0.0,98.66671340879978,(3.3828121104306774e-06+1.0262451723974664e-05j),-0.03825820036731192,98.66671340879978
happy,0.05889763683080673,0.9722088575363159,-4.974815368652344,0.0,0.0,103.46219358984827,(-2.2413731130654924e-05-5.208342372498009e-06j),-0.01387850398725047,103.46219358984827
happy,0.00791711825877428,0.023729389533400536,-6.36250638961792,0.0,0.0,94.24151612776573,(-6.687302629870828e-06-2.2267761323746527e-06j),-0.0400729499322049,94.24151612776573
happy,0.019173022359609604,0.11641449481248856,-5.096282005310059,0.0,0.0,98.53360824451451,(-4.198182068648748e-05+3.4526335639384342e-06j),-0.029910514194939657,98.53360824451451
neutral,0.011542200110852718,0.0401262566447258,-6.428561210632324,0.0,0.0,96.68047408232408,(-4.509885184234008e-05-1.0738449418568052e-05j),-0.046037307088911315,96.68047408232408
sad,0.01877668872475624,0.14677034318447113,-5.678500652313232,0.0,0.0,97.86289346094581,(-1.0701457540562842e-05+1.030417115543969e-05j),-0.010285411643313813,97.86289346094581
sad,0.007171237375587225,0.01628820039331913,-6.133246898651123,0.0,0.0,94.87792055771335,(2.171194319089409e-05-1.1446201142462087e-06j),-0.05957462273664114,94.87792055771335
sad,0.0063356454484164715,0.012115431018173695,-6.1846699714660645,0.0,0.0,94.92966820052753,(1.0992454008373898e-05+1.239482116943691e-06j),-0.03542273288777511,94.92966820052753
angry,0.028999628499150276,0.2567801773548126,-5.472100734710693,0.0,0.0,100.74923070596701,(-3.2539301173528656e-05-8.772596629569307e-06j),-0.03413414643722975,100.74923070596701
disgust,0.01437302678823471,0.06072362884879112,-6.190553188323975,0.0,0.0,97.72125756440404,(-5.9013455029344186e-05-1.3424427379504777e-05j),-0.033403369077660186,97.72125756440404
fear,0.02125200815498829,0.14343930780887604,-6.205052375793457,0.0,0.0,97.48334751857547,(4.146831088291947e-06-1.5518344298470765e-05j),-0.020239268583600926,97.48334751857547
happy,0.027766551822423935,0.26201748847961426,-5.86744499206543,0.0,0.0,99.36189403040692,(-3.377245593583211e-05-1.3547851267503574e-05j),-0.04777522496804124,99.36189403040692
neutral,0.020155927166342735,0.11630097031593323,-6.166198253631592,0.0,0.0,98.37797071036485,(-2.5481929696979932e-05-7.0319151745934505e-06j),-0.022286685282066798,98.37797071036485
sad,0.008656002581119537,0.023108474910259247,-7.021698951721191,0.0,0.0,94.84468274228061,(-3.484410626697354e-07+4.9570480769034475e-06j),-0.010671339791691875,94.84468274228061
angry,0.03752385079860687,0.6077017784118652,-4.6964192390441895,0.0,0.0,100.9619052910273,(2.787331368381274e-06+1.5297223399102222e-06j),-0.027131841826505257,100.9619052910273
disgust,0.013974498026072979,0.08793353289365768,-5.649493217468262,0.0,0.0,97.8012182250911,(-2.4282784579554573e-05-6.989404027990531e-06j),-0.03296346270644265,97.8012182250911
fear,0.07009550929069519,1.6830968856811523,-4.828251838684082,0.0,0.0,103.81545456474558,(-4.7422447096323594e-05+1.1845848348457366e-05j),-0.005784453025904623,103.81545456474558
happy,0.042814891785383224,0.6713625192642212,-4.84186315536499,0.0,0.0,101.33333853405938,(-1.3935644346929621e-05-6.219461283762939e-06j),-0.006109244020821142,101.33333853405938
neutral,0.012757392600178719,0.05109693855047226,-5.57876443862915,0.0,0.0,98.3148206234622,(-5.744224836234935e-06-6.3131969909591135e-06j),-0.020596190377255668,98.3148206234622
sad,0.01216856762766838,0.051429253071546555,-6.1686296463012695,0.0,0.0,96.93978226443862,(2.9141065169824287e-05-2.2869569420436164e-06j),-0.015332160034544963,96.93978226443862
angry,0.0461551807820797,0.8048274517059326,-5.51389217376709,0.0,0.0,101.05185775721945,(-5.452334335132036e-06-2.355467586312443e-05j),-0.004655020905142829,101.05185775721945
disgust,0.029865216463804245,0.30608880519866943,-5.616318702697754,0.0,0.0,100.06318692806947,(-4.4852109567727894e-05+6.04143860982731e-06j),-0.013550012802111528,100.06318692806947
fear,0.04475689306855202,0.6792433857917786,-5.005632400512695,0.0,0.0,102.10061208330761,(3.4765118471113965e-05-1.5127857295738067e-06j),-0.0019331538564809428,102.10061208330761
happy,0.02960815466940403,0.3307119309902191,-5.108159065246582,0.0,0.0,100.41212610888226,(-5.0384340283926576e-05+5.063588560005883e-06j),-0.03054010125452529,100.41212610888226
neutral,0.01856047473847866,0.12310712039470673,-6.294825077056885,0.0,0.0,97.0484776990706,(-4.93254883622285e-05-6.269599452934926e-06j),-0.018574603215504925,97.0484776990706
sad,0.010708380490541458,0.044841501861810684,-5.95507287979126,0.0,0.0,95.14918746996116,(-1.959425389941316e-05+2.7598882752499776e-06j),0.005534376475091797,95.14918746996116
angry,0.09182660281658173,2.109475612640381,-4.490742206573486,0.0,0.0,103.79777116297109,(-9.279769437853247e-05+1.9702352801687084e-05j),-0.014327622960618342,103.79777116297109
disgust,0.015743250027298927,0.07615643739700317,-6.08440637588501,0.0,0.0,97.32696660571642,(-1.1473664017103147e-05+1.5166405091804336e-06j),-0.07172944816153547,97.32696660571642
fear,0.07381145656108856,1.4976227283477783,-4.913698673248291,0.0,0.0,102.79127174661353,(6.597513856831938e-05-1.2932840036228299e-05j),-0.028576417983154006,102.79127174661353
happy,0.04496322572231293,0.5390546321868896,-5.351261138916016,0.0,0.0,101.19068138038031,(3.458961145952344e-06+3.6634191928897053e-06j),0.025613600063644337,101.19068138038031
neutral,0.018524160608649254,0.10932822525501251,-5.953031539916992,0.0,0.0,97.7092439557429,(1.9041821360588074e-05-9.838149708230048e-06j),-0.029795036513784994,97.7092439557429
sad,0.011660375632345676,0.04113709554076195,-6.0665740966796875,0.0,0.0,96.54086797885752,(-3.6164010452921502e-06+9.999792382586747e-06j),-0.0009724759055753859,96.54086797885752
angry,0.06891483068466187,1.579970121383667,-5.000917434692383,0.0,0.0,103.55080289916815,(5.982295624562539e-05+1.2970133866474498e-05j),-0.01395389447061845,103.55080289916815
disgust,0.02030828967690468,0.14962029457092285,-6.196688175201416,0.0,0.0,97.56033991828768,(4.740021176985465e-05-5.12549468112411e-06j),0.0016018298850135743,97.56033991828768
fear,0.01897701993584633,0.13998690247535706,-6.167347431182861,0.0,0.0,97.09668028442618,(-1.6237996533163823e-05+1.6551448425161652e-05j),-0.000817282365521952,97.09668028442618
happy,0.03132985904812813,0.31166207790374756,-5.430019378662109,0.0,0.0,99.98532186096949,(-8.711220289114863e-06-7.594532007715316e-07j),-0.005414620389262728,99.98532186096949
neutral,0.013898909091949463,0.06788221001625061,-6.050020694732666,0.0,0.0,97.00593529289895,(-2.2583371901419014e-05+2.100564233842306e-05j),-0.016615110180079027,97.00593529289895
sad,0.012651072815060616,0.055518679320812225,-6.43588399887085,0.0,0.0,96.43794173331682,(-9.322539881395642e-06-9.524374036118388e-06j),-0.04576392461409534,96.43794173331682
angry,0.07902843505144119,1.931321382522583,-5.313811302185059,0.0,0.0,102.80681847078907,(-8.44752139528282e-05+2.2196942154550925e-05j),0.005874575146611019,102.80681847078907
disgust,0.027448324486613274,0.21765677630901337,-6.067025184631348,0.0,0.0,99.26719563012128,(-4.6557310270145535e-05+1.4838507922831923e-05j),-0.028518951656674868,99.26719563012128
fear,0.023778634145855904,0.1836184859275818,-6.134860038757324,0.0,0.0,98.39696162045725,(-9.930768101185095e-06+4.523535608313978e-06j),-0.014781957965566745,98.39696162045725
happy,0.03783760592341423,0.4883386790752411,-6.0122833251953125,0.0,0.0,100.16148433617539,(1.5663303202018142e-05-2.5062247459572973e-06j),-0.008386933413595992,100.16148433617539
neutral,0.02270345389842987,0.14608930051326752,-6.28352165222168,0.0,0.0,97.91501131823387,(-4.0646940760780126e-05-1.4152803942124592e-06j),-0.04844542234296514,97.91501131823387
sad,0.009947755374014378,0.03248082846403122,-6.035952568054199,0.0,0.0,96.03095520803393,(-1.5101841199793853e-05+3.574208449208527e-06j),-0.02032137140537207,96.03095520803393
angry,0.07337912917137146,1.8968679904937744,-4.753035068511963,0.0,0.0,102.97205396010938,(-7.934066525194794e-05+1.2381633496261202e-05j),-0.029515169282867973,102.97205396010938
disgust,0.014851563610136509,0.0672440379858017,-6.608328819274902,0.0,0.0,98.32458193874139,(-1.4092519450059626e-05+3.6735466437676223e-06j),-0.027610951853494575,98.32458193874139
fear,0.04338613152503967,0.6963923573493958,-4.776215553283691,0.0,0.0,101.35170121512954,(-9.016609692480415e-05+1.2969248018634971e-05j),-0.03490799174678475,101.35170121512954
happy,0.037369292229413986,0.45856034755706787,-5.878551483154297,0.0,0.0,100.6761358932043,(-3.149329131701961e-05+8.22796209831722e-06j),-0.012175360377247132,100.6761358932043
neutral,0.014550546184182167,0.0978209525346756,-5.890539169311523,0.0,0.0,95.81820046306393,(-3.61899924428144e-06+2.065705075438018e-06j),-0.0015240249818319013,95.81820046306393
sad,0.0166174229234457,0.10941331833600998,-5.924513339996338,0.0,0.0,97.20556118298497,(1.4957364328438416e-05-4.054662895214278e-06j),-0.036762974687407766,97.20556118298497
angry,0.028531530871987343,0.26354512572288513,-5.294143199920654,0.0,0.0,100.3084576398168,(-2.327686161152087e-05-1.6426965885329992e-06j),-0.002137581062406016,100.3084576398168
disgust,0.011879364028573036,0.04636850208044052,-6.671754360198975,0.0,0.0,96.617127688516,(5.88816737945308e-06+9.960679108189652e-07j),-0.003647900545070644,96.617127688516
fear,0.047983355820178986,0.8749337196350098,-5.168206214904785,0.0,0.0,101.8711189758279,(-1.7178304915432818e-05-1.671134668868035e-05j),0.017848312895077687,101.8711189758279
happy,0.017375921830534935,0.09237253665924072,-5.531876087188721,0.0,0.0,98.57317340799968,(3.597215982154012e-05+1.0982835192407947e-05j),-0.01906967997918484,98.57317340799968
neutral,0.013300972059369087,0.05672032758593559,-6.04804801940918,0.0,0.0,97.57870626007426,(-6.720103556290269e-05-1.9864628484356217e-06j),-0.02485933736127792,97.57870626007426
sad,0.00655233021825552,0.014331763610243797,-6.684362888336182,0.0,0.0,95.19422459439927,(-1.2114417586417403e-05-2.5494075089227408e-05j),-0.031491994091506686,95.19422459439927
angry,0.030581088736653328,0.5561919212341309,-5.185095310211182,0.0,0.0,99.48213967982007,(3.39525613526348e-05-1.387639349559322e-05j),-0.020623660545718157,99.48213967982007
disgust,0.018169382587075233,0.1388172209262848,-5.957679748535156,0.0,0.0,98.54389114918398,(-2.7694592063198797e-05+2.1351022496673977e-06j),-0.012446906010480131,98.54389114918398
fear,0.034868091344833374,0.39191073179244995,-5.703661918640137,0.0,0.0,101.2053417462629,(-8.495758834214939e-07+3.451965994827333e-06j),-0.015577040716153408,101.2053417462629
happy,0.034405667334795,0.41552555561065674,-4.6471757888793945,0.0,0.0,101.42240492267992,(-3.560396726243198e-05-3.322050815768307e-06j),-0.04230761467486812,101.42240492267992
neutral,0.013113078661262989,0.05948072671890259,-5.804326057434082,0.0,0.0,97.78159063237396,(-1.7435289919376373e-05-2.6272116429026937e-06j),-0.010914376805354583,97.78159063237396
sad,0.011332247406244278,0.05378136783838272,-5.962893009185791,0.0,0.0,96.70231458106049,(-5.9371937823016196e-05+1.4637500498793088e-05j),-0.02057518658666486,96.70231458106049
angry,0.043613091111183167,0.805410623550415,-5.187009811401367,0.0,0.0,100.72744867802353,(-1.4457687029789668e-05-1.5504185739700915e-06j),0.010220585768699766,100.72744867802353
disgust,0.017580728977918625,0.10080099105834961,-6.09841775894165,0.0,0.0,98.43326208269438,(1.687136864347849e-05+2.4097646473819623e-06j),-0.00839534071843333,98.43326208269438
fear,0.043733250349760056,0.729950487613678,-5.400350093841553,0.0,0.0,100.26744987288176,(-5.8400339185027406e-05-8.44928126753075e-06j),-0.006898821045360891,100.26744987288176
happy,0.03323724493384361,0.35829824209213257,-4.934774875640869,0.0,0.0,100.73506237503065,(-2.7711246730177663e-05-1.2762059668602888e-05j),-0.009747908329176717,100.73506237503065
neutral,0.011889149434864521,0.0497189462184906,-5.902299404144287,0.0,0.0,97.50048740084705,(-1.4852724234515335e-05+1.8223462348032626e-06j),-0.05164703349321884,97.50048740084705
sad,0.012770561501383781,0.056297820061445236,-6.305826187133789,0.0,0.0,97.041592318503,(-2.6062654796987772e-05-9.036858500621747e-06j),-0.03330980745688292,97.041592318503
angry,0.04016013815999031,0.724064826965332,-5.36828088760376,0.0,0.0,101.13614989899865,(3.742913395399228e-05-1.8099839508067816e-05j),-0.019905656996045417,101.13614989899865
disgust,0.009531324729323387,0.03459741175174713,-5.979126453399658,0.0,0.0,96.24664196131108,(-2.0809087800444104e-05+9.405885975866113e-06j),-0.013565879517582036,96.24664196131108
fear,0.008534056134521961,0.025160420686006546,-5.994391441345215,0.0,0.0,95.92381573580413,(-1.8433040168019943e-05-3.768774377022055e-07j),-0.01323256436560743,95.92381573580413
happy,0.011122021824121475,0.04641670361161232,-5.770819664001465,0.0,0.0,96.68980025406697,(-1.8612274288898334e-05+5.7643933359941e-07j),-0.020291997742960508,96.68980025406697
neutral,0.014922680333256721,0.08889245241880417,-5.8012590408325195,0.0,0.0,97.78067487099027,(-4.040241037728265e-06-1.58536004164489e-05j),0.005013965018509829,97.78067487099027
sad,0.007332528010010719,0.01866716705262661,-6.178738594055176,0.0,0.0,94.94134049075105,(-6.314115307759494e-05-5.685878022632096e-06j),-0.03507036572978301,94.94134049075105
angry,0.20263485610485077,10.260725021362305,-4.0591230392456055,0.0,0.0,107.8569464659271,(0.00016056318418122828-5.8622335927793756e-05j),-0.026247068873346824,107.8569464659271
angry,0.07112666964530945,1.4427250623703003,-4.427663326263428,0.0,0.0,104.30199780137347,(-2.358616802666802e-05-1.1092422937508672e-05j),-0.0036465709758990643,104.30199780137347
angry,0.0918516218662262,2.8136343955993652,-4.285092353820801,0.0,0.0,105.12318501547136,(-0.00012737716315314174+1.5588540918543003e-05j),-0.012057620711499238,105.12318501547136
disgust,0.08868362009525299,2.319039821624756,-3.880614757537842,0.0,0.0,105.15490384161077,(-1.876638452813495e-05+3.801287311944179e-05j),0.010118754989668207,105.15490384161077
disgust,0.021625744178891182,0.162586972117424,-5.318725109100342,0.0,0.0,99.33116436147236,(-1.1754956176446285e-05+1.5107083527254872e-05j),0.005657375195081474,99.33116436147236
disgust,0.0519658699631691,0.6996320486068726,-4.768871784210205,0.0,0.0,102.20716536504071,(-8.82509266375564e-05-8.645261004858185e-06j),0.007413711867175127,102.20716536504071
fear,0.17671996355056763,10.197382926940918,-3.904914140701294,0.0,0.0,104.87419273992246,(-0.00018978971638716757+2.2311780867312336e-06j),0.015698715503421404,104.87419273992246
fear,0.015588943846523762,0.10111545771360397,-5.60577392578125,0.0,0.0,97.54190693917948,(1.4613263374485541e-05-1.0434203431941569e-05j),-0.006814992112142179,97.54190693917948
fear,0.013081388548016548,0.05485258623957634,-5.77923059463501,0.0,0.0,96.78215488008242,(4.553341113933129e-06+3.292197789050988e-06j),-0.01815416096661677,96.78215488008242
happy,0.03792642429471016,0.5812607407569885,-4.7347283363342285,0.0,0.0,101.542861127857,(7.74958334659459e-06+1.133211662818212e-05j),-0.004931592180636161,101.542861127857
happy,0.010779483243823051,0.04810318350791931,-5.7692084312438965,0.0,0.0,96.41560605402171,(-4.993498441763222e-05+2.772136724615848e-07j),0.006011883871764184,96.41560605402171
happy,0.008496732451021671,0.025510843843221664,-5.903563022613525,0.0,0.0,96.74826052041146,(4.996625648345798e-06-1.5070821064000484e-05j),-0.0066388049014244775,96.74826052041146
neutral,0.01205721776932478,0.05514044314622879,-6.470595359802246,0.0,0.0,96.43685923739052,(-9.563109415466897e-06-2.886412403313443e-06j),-0.011305067502403914,96.43685923739052
sad,0.027083083987236023,0.2739250659942627,-5.340292453765869,0.0,0.0,100.02639642538254,(-4.39181640103925e-05+1.2832229003834073e-06j),0.0014282141771068616,100.02639642538254
sad,0.01885019615292549,0.10323943197727203,-5.6169657707214355,0.0,0.0,98.9764372207785,(-5.3978128562448546e-05-1.6984809917630628e-05j),-0.04246709756831566,98.9764372207785
sad,0.00808598194271326,0.024174565449357033,-5.706789970397949,0.0,0.0,95.12667317277646,(1.9213586710975505e-05-1.187747056974331e-05j),-0.02697669031300072,95.12667317277646
angry,0.06940454989671707,1.490311861038208,-3.9377293586730957,0.0,0.0,104.40918581377412,(-8.137686381815001e-05+1.517672626505373e-05j),-0.004179224133273904,104.40918581377412
disgust,0.03734322264790535,0.5091233253479004,-5.114421844482422,0.0,0.0,101.0778875547639,(1.3731415492657106e-05-3.955694864998804e-06j),0.002440895452857232,101.0778875547639
fear,0.02274353615939617,0.19379910826683044,-5.332017421722412,0.0,0.0,98.41407083390808,(-4.8256621084874496e-05-4.792701020051027e-06j),-0.03330778635952254,98.41407083390808
happy,0.016421519219875336,0.0924421101808548,-6.164173603057861,0.0,0.0,98.49218827353991,(4.312923920224421e-05-5.263967068458442e-06j),0.009923859689058621,98.49218827353991
